timestamp,delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w
2023-10-16 14:56:24.000000,0.0,-0.0,0.0,-0.0,1.0,-1.0,1.0,-1.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
2023-10-16 14:56:24.000000,0.0,29.1616,166.118,75.8626,0.0194,0.0084,-0.0054,0.9998,53.0285,112.4424,45.3662,0.2836,-0.1706,-0.3082,0.8919,8.3178,117.4977,43.0841,0.3308,0.1258,-0.1028,0.9296
2023-10-16 14:56:24.000000,0.0,29.1147,166.1533,75.9536,0.0211,0.0086,-0.0051,0.9997,52.9462,112.8278,45.2403,0.2869,-0.1701,-0.3107,0.8901,8.2634,118.1512,43.2095,0.3473,0.1279,-0.0994,0.9236
2023-10-16 14:56:24.000000,0.0,29.0956,166.0802,75.9887,0.0167,0.0079,-0.0055,0.9998,52.8726,112.0447,45.2489,0.2633,-0.1861,-0.3132,0.8933,8.0271,117.9542,43.1798,0.3291,0.1287,-0.0794,0.9321
2023-10-16 14:56:24.000000,0.0,28.6416,165.552,76.4212,-0.0073,0.006,-0.0076,0.9999,50.3381,112.5119,46.73,0.2522,-0.2023,-0.3193,0.8908,7.3686,120.4461,45.9284,0.4212,0.2291,-0.1172,0.8697
2023-10-16 14:56:24.039840,39.84,28.4526,165.2035,76.4653,-0.0209,0.0062,-0.0094,0.9997,49.4751,112.412,48.1601,0.2741,-0.2119,-0.2787,0.8957,7.9603,119.529,46.0624,0.3922,0.1639,-0.06,0.9031
2023-10-16 14:56:24.070022,70.022,28.3977,165.0972,76.426,-0.0245,0.0065,-0.0099,0.9996,49.3971,111.8686,48.4954,0.2733,-0.2135,-0.2856,0.8934,8.0023,118.9537,46.204,0.379,0.1593,-0.0411,0.9107
2023-10-16 14:56:24.082839,82.839,28.3961,165.1053,76.4104,-0.0238,0.0068,-0.0098,0.9996,49.333,111.602,48.3926,0.2646,-0.2101,-0.2948,0.8938,8.0959,118.7965,46.1025,0.3723,0.154,-0.0406,0.9143
2023-10-16 14:56:24.097183,97.183,28.4283,165.1712,76.3927,-0.0212,0.0068,-0.0095,0.9997,49.4396,111.5096,48.1007,0.257,-0.2064,-0.3035,0.894,8.1063,118.867,45.9275,0.3715,0.1537,-0.0492,0.9143
2023-10-16 14:56:24.111648,111.648,28.3586,165.0704,76.3783,-0.0248,0.0071,-0.0099,0.9996,49.0405,110.9674,48.3965,0.2501,-0.2044,-0.305,0.8959,8.4119,118.4486,46.0202,0.3607,0.1345,-0.0397,0.9221
2023-10-16 14:56:24.126373,126.373,28.3261,165.0183,76.3605,-0.0265,0.0074,-0.0103,0.9996,48.8629,110.6132,48.5711,0.2468,-0.2051,-0.3023,0.8976,8.7359,118.1695,46.0356,0.3541,0.1167,-0.0427,0.9269
2023-10-16 14:56:24.140777,140.777,28.2935,164.9611,76.348,-0.0287,0.0076,-0.0106,0.9995,48.7096,110.3278,48.7601,0.2481,-0.2068,-0.2903,0.9008,9.0086,117.8274,46.0503,0.3442,0.1026,-0.0464,0.9321
2023-10-16 14:56:24.155212,155.212,28.2629,164.903,76.3334,-0.0311,0.0079,-0.0106,0.9994,48.5033,110.1909,48.9368,0.2517,-0.2062,-0.2719,0.9056,9.1856,117.5009,46.0536,0.3344,0.0931,-0.0457,0.9367
2023-10-16 14:56:24.169555,169.555,28.2265,164.8474,76.316,-0.0331,0.008,-0.0106,0.9994,48.2058,110.1843,49.0617,0.2569,-0.2001,-0.244,0.9135,9.2524,117.2202,46.071,0.3274,0.0895,-0.0453,0.9396
2023-10-16 14:56:24.183654,183.654,28.1915,164.8038,76.2983,-0.0352,0.0083,-0.0105,0.9993,47.8098,110.2338,49.1035,0.2618,-0.1877,-0.2145,0.9221,9.2597,117.0279,46.1283,0.3243,0.0893,-0.0465,0.9406
2023-10-16 14:56:24.198181,198.181,28.1562,164.7675,76.2743,-0.0367,0.0086,-0.0105,0.9992,47.707,109.9866,49.0932,0.2539,-0.1921,-0.2122,0.9239,9.214,116.907,46.2131,0.3242,0.0914,-0.0482,0.9403
2023-10-16 14:56:24.212295,212.295,28.13,164.7339,76.2387,-0.038,0.0089,-0.0106,0.9992,47.8013,109.9001,49.1216,0.2522,-0.1979,-0.191,0.9278,9.1179,116.8311,46.318,0.3253,0.0939,-0.0501,0.9396
2023-10-16 14:56:24.226318,226.318,28.1061,164.7007,76.1992,-0.0393,0.0095,-0.0106,0.9991,47.9455,110.3208,49.1763,0.2781,-0.1998,-0.1568,0.9264,9.1071,116.697,46.3675,0.3222,0.0874,-0.0481,0.9414
2023-10-16 14:56:24.240341,240.341,28.078,164.665,76.1629,-0.0408,0.0101,-0.0105,0.9991,48.1078,110.4576,49.2402,0.296,-0.2085,-0.1291,0.9232,9.1206,116.496,46.3869,0.3167,0.0773,-0.0393,0.9446
2023-10-16 14:56:24.254241,254.241,28.0497,164.6254,76.1254,-0.0428,0.0108,-0.0105,0.999,48.5171,110.3824,49.3237,0.3051,-0.2313,-0.1067,0.9176,9.1329,116.1619,46.3385,0.3038,0.0633,-0.0256,0.9503
2023-10-16 14:56:24.268508,268.508,28.0231,164.5719,76.092,-0.0453,0.0115,-0.0105,0.9989,48.9496,110.1371,49.3271,0.3037,-0.2582,-0.0897,0.9127,9.1297,115.807,46.2762,0.2912,0.0521,-0.0144,0.9551
2023-10-16 14:56:24.282394,282.394,27.9974,164.5112,76.0667,-0.0484,0.0121,-0.0106,0.9987,49.3013,109.7996,49.1881,0.2899,-0.2814,-0.0701,0.9121,9.0794,115.5328,46.2132,0.2837,0.0468,-0.006,0.9577
2023-10-16 14:56:24.296173,296.173,27.973,164.4485,76.048,-0.0517,0.0127,-0.0107,0.9985,49.546,109.5705,48.9924,0.2731,-0.2971,-0.0474,0.9137,8.9728,115.3386,46.151,0.2798,0.0488,-0.0042,0.9588
2023-10-16 14:56:24.310424,310.424,27.9522,164.3846,76.0323,-0.055,0.0131,-0.0108,0.9983,49.6824,109.4875,48.7316,0.2544,-0.3038,-0.0249,0.9178,8.7743,115.1237,46.0644,0.2742,0.0585,-0.007,0.9599
2023-10-16 14:56:24.324356,324.356,27.9351,164.3187,76.0111,-0.0582,0.0134,-0.0109,0.9982,49.7369,109.4819,48.4345,0.2392,-0.299,-0.0143,0.9237,8.5245,114.6646,45.8305,0.2566,0.0698,-0.0079,0.964
2023-10-16 14:56:24.338623,338.623,27.92,164.2547,75.9896,-0.0614,0.0136,-0.011,0.998,49.7522,109.4642,48.1457,0.2276,-0.2826,-0.0271,0.9315,8.3042,114.1728,45.5834,0.2353,0.08,-0.0137,0.9685
2023-10-16 14:56:24.352218,352.218,27.9063,164.1869,75.9678,-0.0644,0.0136,-0.0109,0.9978,49.666,109.3512,47.8195,0.2176,-0.258,-0.047,0.9401,8.0893,113.7355,45.3888,0.2173,0.0902,-0.0208,0.9717
2023-10-16 14:56:24.366485,366.485,27.9004,164.1217,75.9426,-0.0672,0.0136,-0.0107,0.9976,49.4227,109.1793,47.4255,0.2029,-0.2184,-0.0724,0.9518,7.9236,113.2822,45.2221,0.2002,0.0959,-0.0227,0.9748
2023-10-16 14:56:24.380401,380.401,27.8959,164.0645,75.9123,-0.0694,0.0136,-0.0106,0.9974,49.2545,109.2418,47.1552,0.2034,-0.1835,-0.0958,0.957,7.864,112.9886,45.0913,0.1923,0.0962,-0.0232,0.9763
2023-10-16 14:56:24.394363,394.363,27.8867,164.0151,75.8874,-0.0712,0.0135,-0.0106,0.9973,49.1437,109.5457,47.0081,0.2145,-0.1583,-0.1065,0.9579,7.8975,112.8408,44.9533,0.1888,0.0941,-0.0272,0.9771
2023-10-16 14:56:24.408172,408.172,27.875,163.9736,75.8677,-0.0728,0.0133,-0.0106,0.9972,49.0407,110.0667,46.9583,0.2348,-0.1395,-0.116,0.955,7.9519,112.7941,44.8539,0.1865,0.0937,-0.0361,0.9773
2023-10-16 14:56:24.422424,422.424,27.8659,163.9423,75.8547,-0.074,0.013,-0.0108,0.9971,49.2229,110.5922,47.1138,0.2521,-0.1527,-0.1181,0.9483,7.9991,112.8066,44.7734,0.185,0.0944,-0.0462,0.9771
2023-10-16 14:56:24.436157,436.157,27.855,163.9118,75.8465,-0.0753,0.0127,-0.0108,0.997,49.4021,110.9542,47.168,0.2601,-0.1664,-0.1174,0.9439,8.0361,112.8479,44.6906,0.1833,0.094,-0.054,0.9771
2023-10-16 14:56:24.450225,450.225,27.8368,163.895,75.8462,-0.0762,0.0122,-0.0108,0.997,49.4643,111.3201,47.0479,0.265,-0.1708,-0.1194,0.9415,8.081,112.9078,44.5951,0.1813,0.0905,-0.056,0.9776
2023-10-16 14:56:24.464202,464.202,27.8167,163.8889,75.8452,-0.0765,0.0117,-0.0109,0.9969,49.4465,111.6053,46.7904,0.2629,-0.1672,-0.1279,0.9416,8.1439,112.9831,44.5119,0.1806,0.0835,-0.0507,0.9787
2023-10-16 14:56:24.478149,478.149,27.7971,163.8928,75.8413,-0.0765,0.0112,-0.0111,0.9969,49.4674,111.9362,46.6154,0.2654,-0.1662,-0.1364,0.9399,8.1704,113.1478,44.4799,0.1849,0.0782,-0.0399,0.9788
2023-10-16 14:56:24.492065,492.065,27.7778,163.8973,75.835,-0.0766,0.0107,-0.011,0.9969,49.5191,112.391,46.5808,0.2766,-0.1686,-0.1375,0.936,8.1293,113.4528,44.501,0.1958,0.079,-0.0302,0.977
2023-10-16 14:56:24.506286,506.286,27.7532,163.9021,75.829,-0.0766,0.0103,-0.0111,0.9969,49.503,112.844,46.5298,0.2873,-0.1682,-0.1348,0.9333,8.0775,113.8077,44.5049,0.2071,0.0811,-0.0281,0.9745
2023-10-16 14:56:24.520370,520.37,27.7245,163.9053,75.824,-0.0768,0.0101,-0.0111,0.9969,49.4387,113.2648,46.4286,0.2951,-0.1664,-0.1292,0.9319,8.0757,114.1128,44.4605,0.2156,0.0798,-0.0282,0.9728
2023-10-16 14:56:24.534378,534.378,27.6962,163.9023,75.8188,-0.0772,0.01,-0.0111,0.9969,49.3456,113.6913,46.3123,0.303,-0.1635,-0.1244,0.9306,8.12,114.3636,44.3957,0.2224,0.0752,-0.0312,0.9716
2023-10-16 14:56:24.548400,548.4,27.6581,163.9027,75.8131,-0.0775,0.0099,-0.0113,0.9969,49.2162,114.0014,46.1329,0.3049,-0.1618,-0.1143,0.9315,8.1768,114.6019,44.3262,0.2286,0.0707,-0.0396,0.9701
2023-10-16 14:56:24.562088,562.088,27.6062,163.904,75.81,-0.0779,0.0098,-0.0115,0.9968,49.0398,114.3118,45.9655,0.3051,-0.1579,-0.1057,0.9332,8.1384,114.8316,44.264,0.2331,0.073,-0.0518,0.9683
2023-10-16 14:56:24.576171,576.171,27.549,163.9049,75.8033,-0.0783,0.0097,-0.0117,0.9968,48.86,114.6463,45.8096,0.3087,-0.1508,-0.1071,0.933,8.0619,115.0684,44.1859,0.2373,0.0769,-0.0604,0.9665
2023-10-16 14:56:24.590362,590.362,27.4774,163.9092,75.7883,-0.0785,0.0096,-0.0118,0.9968,48.6519,114.9669,45.6654,0.3147,-0.1407,-0.1207,0.9309,7.9902,115.2671,44.0613,0.2392,0.0782,-0.0581,0.9661
2023-10-16 14:56:24.604141,604.141,27.3932,163.9258,75.7667,-0.0789,0.0096,-0.0118,0.9968,48.4433,115.3152,45.5386,0.3219,-0.133,-0.1292,0.9284,7.986,115.4535,43.9751,0.2423,0.0743,-0.053,0.9659
2023-10-16 14:56:24.618331,618.331,27.2874,163.9667,75.7313,-0.0797,0.0098,-0.0118,0.9967,48.1877,115.6665,45.3882,0.3281,-0.1277,-0.1282,0.9272,7.9411,115.6773,43.9349,0.2485,0.0725,-0.0531,0.9645
2023-10-16 14:56:24.632202,632.202,27.18,164.0151,75.688,-0.0805,0.0101,-0.0114,0.9966,47.8813,116.006,45.2099,0.3325,-0.1247,-0.1155,0.9277,7.8118,115.9195,43.9011,0.2549,0.0756,-0.061,0.9621
2023-10-16 14:56:24.646469,646.469,27.0603,164.0751,75.6242,-0.0812,0.0107,-0.0104,0.9966,47.5173,116.3446,44.9954,0.3362,-0.1224,-0.096,0.9289,7.6572,116.1433,43.8295,0.2589,0.0788,-0.0686,0.9602
2023-10-16 14:56:24.660125,660.125,26.9257,164.1447,75.5473,-0.082,0.0113,-0.0097,0.9965,47.0658,116.7053,44.7288,0.338,-0.1191,-0.0724,0.9308,7.5381,116.3708,43.7387,0.2619,0.0778,-0.071,0.9593
2023-10-16 14:56:24.674011,674.011,26.7831,164.2128,75.4446,-0.0816,0.0119,-0.0091,0.9966,46.5785,117.172,44.497,0.3438,-0.113,-0.0535,0.9307,7.5217,116.603,43.6635,0.265,0.0703,-0.068,0.9593
2023-10-16 14:56:24.688125,688.125,26.6264,164.2661,75.316,-0.0801,0.0126,-0.0085,0.9967,46.0402,117.7194,44.2989,0.3525,-0.1038,-0.0397,0.9292,7.5808,116.9053,43.613,0.2715,0.0606,-0.064,0.9584
2023-10-16 14:56:24.702148,702.148,26.4545,164.2926,75.175,-0.0784,0.0133,-0.0077,0.9968,45.4979,118.2718,44.1039,0.3612,-0.094,-0.0333,0.9271,7.6339,117.275,43.5505,0.2792,0.0556,-0.0661,0.9563
2023-10-16 14:56:24.716430,716.43,26.2631,164.2736,75.0286,-0.0765,0.014,-0.0068,0.9969,45.0151,118.8164,43.8782,0.3694,-0.0858,-0.0346,0.9247,7.6093,117.663,43.4391,0.285,0.056,-0.0759,0.9539
2023-10-16 14:56:24.730194,730.194,26.0438,164.2116,74.8982,-0.0758,0.0145,-0.0061,0.997,44.5978,119.3443,43.6333,0.3765,-0.0807,-0.0393,0.922,7.4987,118.0836,43.3036,0.2911,0.0577,-0.0858,0.9511
2023-10-16 14:56:24.744033,744.033,25.7979,164.1193,74.7743,-0.0759,0.015,-0.0059,0.997,44.2698,119.8577,43.3886,0.3835,-0.0787,-0.0454,0.9191,7.2994,118.5479,43.1899,0.3004,0.06,-0.0903,0.9476
2023-10-16 14:56:24.758193,758.193,25.5204,164.0169,74.6574,-0.0768,0.0155,-0.0065,0.9969,43.9547,120.3791,43.1615,0.3923,-0.0775,-0.0507,0.9151,7.0733,118.9852,43.0687,0.3097,0.0597,-0.0876,0.9449
2023-10-16 14:56:24.772262,772.262,25.2026,163.9064,74.5414,-0.0779,0.0159,-0.008,0.9968,43.589,120.8583,42.9216,0.4014,-0.076,-0.053,0.9112,6.8344,119.3363,42.9012,0.316,0.0582,-0.0821,0.9434
2023-10-16 14:56:24.786270,786.27,24.8712,163.7923,74.4266,-0.0786,0.0161,-0.0098,0.9967,43.1734,121.2562,42.6365,0.4077,-0.073,-0.0528,0.9087,6.6291,119.5901,42.6781,0.3189,0.0547,-0.0784,0.9429
2023-10-16 14:56:24.800354,800.354,24.4885,163.6628,74.3148,-0.0793,0.0159,-0.0124,0.9966,42.6945,121.5369,42.2617,0.4096,-0.0687,-0.0528,0.9082,6.4076,119.8041,42.4348,0.3222,0.0536,-0.0815,0.9416
2023-10-16 14:56:24.813980,813.98,24.1051,163.5549,74.2016,-0.0797,0.0154,-0.0146,0.9966,42.1999,121.7166,41.8317,0.4087,-0.0664,-0.0492,0.9089,6.1671,119.9556,42.1266,0.3224,0.0536,-0.0867,0.9411
2023-10-16 14:56:24.827514,827.514,23.6951,163.4646,74.0884,-0.0803,0.0146,-0.017,0.9965,41.7016,121.9766,41.4613,0.4106,-0.0659,-0.0402,0.9086,5.7728,120.1675,41.8344,0.3237,0.0604,-0.0923,0.9397
2023-10-16 14:56:24.841751,841.751,23.2511,163.379,73.9688,-0.0809,0.0135,-0.0195,0.9964,41.1544,122.2822,41.1456,0.4155,-0.0651,-0.0306,0.9067,5.3413,120.4024,41.6038,0.3264,0.065,-0.0877,0.9389
2023-10-16 14:56:24.855728,855.728,22.7913,163.2915,73.8539,-0.0818,0.0124,-0.0217,0.9963,40.5996,122.6071,40.9061,0.423,-0.0626,-0.0279,0.9035,4.889,120.6477,41.431,0.3306,0.0677,-0.0792,0.938
2023-10-16 14:56:24.869659,869.659,22.3007,163.2149,73.7401,-0.083,0.0113,-0.0238,0.9962,40.0881,122.9517,40.7188,0.4316,-0.0619,-0.0272,0.8995,4.3999,120.8705,41.3211,0.335,0.0688,-0.0702,0.9371
2023-10-16 14:56:24.883605,883.605,21.802,163.2021,73.6224,-0.0852,0.0101,-0.0259,0.996,39.6106,123.2887,40.5488,0.4389,-0.0638,-0.0248,0.8959,4.0032,121.1598,41.2188,0.3405,0.069,-0.0691,0.9352
2023-10-16 14:56:24.897567,897.567,21.2851,163.2554,73.4707,-0.0855,0.0088,-0.0277,0.9959,39.0922,123.663,40.4003,0.4454,-0.0662,-0.0188,0.8927,3.6492,121.5492,41.1756,0.3501,0.068,-0.0728,0.9314
2023-10-16 14:56:24.911590,911.59,20.7778,163.2974,73.3036,-0.0836,0.0074,-0.0288,0.9961,38.5228,124.102,40.3281,0.4541,-0.0675,-0.0117,0.8883,3.2896,121.896,41.0937,0.3579,0.0671,-0.0747,0.9283
2023-10-16 14:56:24.925582,925.582,20.2695,163.3429,73.1311,-0.0812,0.006,-0.0289,0.9963,37.9431,124.5243,40.2476,0.4613,-0.0666,-0.0088,0.8847,2.8914,122.1829,40.9711,0.3626,0.0667,-0.0753,0.9265
2023-10-16 14:56:24.939712,939.712,19.7623,163.4067,72.9367,-0.0778,0.0051,-0.0294,0.9965,37.3955,124.9257,40.1982,0.4669,-0.067,-0.0104,0.8817,2.4394,122.3933,40.7571,0.3609,0.0668,-0.0737,0.9273
2023-10-16 14:56:24.953430,953.43,19.2683,163.4495,72.7445,-0.0752,0.0045,-0.0299,0.9967,36.8981,125.2835,40.108,0.471,-0.069,-0.0131,0.8794,1.9767,122.6107,40.5344,0.3593,0.067,-0.0688,0.9283
2023-10-16 14:56:24.967208,967.208,18.7851,163.4398,72.5603,-0.0734,0.0044,-0.0296,0.9969,36.435,125.612,40.0175,0.4733,-0.0729,-0.0169,0.8777,1.5089,122.8549,40.3069,0.36,0.0661,-0.0595,0.9287
2023-10-16 14:56:24.980743,980.743,18.3211,163.3646,72.4091,-0.0733,0.0047,-0.0287,0.9969,35.9447,125.9567,39.9571,0.4771,-0.0757,-0.0202,0.8753,1.0616,123.1155,40.0667,0.3617,0.0642,-0.0491,0.9288
2023-10-16 14:56:24.995025,995.025,17.8804,163.2658,72.2798,-0.0742,0.0052,-0.0277,0.9968,35.4053,126.3243,39.9415,0.483,-0.0754,-0.0223,0.8721,0.6606,123.376,39.8034,0.3641,0.0606,-0.0408,0.9285
2023-10-16 14:56:25.009017,1009.017,17.4714,163.155,72.1649,-0.0769,0.0059,-0.0264,0.9967,34.8416,126.6784,39.9318,0.4889,-0.0739,-0.0241,0.8689,0.3016,123.5763,39.4821,0.3641,0.0559,-0.0347,0.929
2023-10-16 14:56:25.023010,1023.01,17.1006,163.0477,72.0544,-0.0803,0.0067,-0.025,0.9964,34.2722,126.9732,39.8673,0.4926,-0.0705,-0.0277,0.867,-0.0858,123.7338,39.0958,0.363,0.053,-0.0283,0.9298
2023-10-16 14:56:25.037536,1037.536,16.7689,162.9742,71.9476,-0.0845,0.0071,-0.0242,0.9961,33.7259,127.1718,39.7289,0.4927,-0.0653,-0.035,0.8671,-0.5301,123.8818,38.7097,0.3627,0.052,-0.0214,0.9302
2023-10-16 14:56:25.051239,1051.239,16.4751,162.9483,71.8374,-0.0882,0.0074,-0.0238,0.9958,33.2092,127.3269,39.5742,0.4919,-0.0604,-0.0436,0.8675,-0.9761,123.9799,38.3187,0.3608,0.0504,-0.0114,0.9312
2023-10-16 14:56:25.064788,1064.788,16.223,162.9579,71.7209,-0.0912,0.0074,-0.0238,0.9955,32.7282,127.3233,39.3514,0.4869,-0.0556,-0.0527,0.8701,-1.4793,124.068,37.9615,0.3608,0.0543,-0.0063,0.9311
2023-10-16 14:56:25.078247,1078.247,15.9884,162.9858,71.6013,-0.0935,0.0071,-0.0241,0.9953,32.2474,127.2841,39.1091,0.4808,-0.0512,-0.0604,0.8733,-1.9573,124.0826,37.5596,0.3582,0.0587,-0.0033,0.9318
2023-10-16 14:56:25.092330,1092.33,15.7917,163.0435,71.4907,-0.0952,0.0065,-0.0249,0.9951,31.831,127.0865,38.7681,0.4689,-0.0479,-0.0712,0.8791,-2.3721,123.9615,37.076,0.3482,0.0617,-0.002,0.9354
2023-10-16 14:56:25.106445,1106.445,15.6095,163.1035,71.3846,-0.0962,0.0059,-0.0255,0.995,31.5435,126.7025,38.2709,0.4489,-0.0455,-0.0897,0.8879,-2.7948,123.9118,36.6597,0.339,0.0678,-0.0051,0.9383
2023-10-16 14:56:25.120513,1120.513,15.4386,163.1631,71.2844,-0.0972,0.0053,-0.0255,0.9949,31.2263,126.4073,37.7756,0.4298,-0.0415,-0.1089,0.8954,-3.249,123.9974,36.3616,0.3352,0.0754,-0.0073,0.9391
2023-10-16 14:56:25.134628,1134.628,15.3077,163.2487,71.1969,-0.0982,0.0045,-0.0248,0.9949,31.1598,126.1745,37.4022,0.4145,-0.05,-0.1207,0.9006,-3.7017,124.2306,36.2154,0.3379,0.0825,-0.0045,0.9376
2023-10-16 14:56:25.148498,1148.498,15.2096,163.3504,71.1139,-0.0985,0.0037,-0.0235,0.9949,31.4083,126.095,37.2831,0.4103,-0.0701,-0.1269,0.9004,-4.0963,124.5243,36.0995,0.3425,0.0881,0.001,0.9354
2023-10-16 14:56:25.162017,1162.017,15.1075,163.4415,71.0318,-0.0981,0.0029,-0.0225,0.9949,31.4296,126.1635,37.1919,0.4091,-0.0761,-0.1351,0.8992,-4.3753,124.8198,35.9512,0.3466,0.0902,0.0044,0.9337
2023-10-16 14:56:25.175765,1175.765,15.0394,163.5277,70.9541,-0.0967,0.0021,-0.022,0.9951,31.3399,126.4896,37.2466,0.4167,-0.0761,-0.1325,0.8961,-4.5361,125.1672,35.8082,0.3511,0.0914,0.0056,0.9318
2023-10-16 14:56:25.189880,1189.88,14.986,163.6003,70.8786,-0.0944,0.0016,-0.0219,0.9953,30.9896,127.0314,37.3465,0.4297,-0.066,-0.1188,0.8927,-4.6618,125.4897,35.6352,0.3558,0.0913,0.0082,0.9301
2023-10-16 14:56:25.204025,1204.025,14.9535,163.6745,70.8086,-0.0918,0.0015,-0.0216,0.9955,30.5115,127.6201,37.3829,0.4418,-0.0493,-0.1036,0.8897,-4.7665,125.7789,35.4479,0.3601,0.092,0.009,0.9283
2023-10-16 14:56:25.218093,1218.093,14.9325,163.7422,70.7384,-0.0895,0.0018,-0.0209,0.9958,30.2065,128.1068,37.3393,0.4499,-0.0387,-0.0913,0.8876,-4.9421,126.0059,35.2275,0.3616,0.0981,0.0041,0.9271
2023-10-16 14:56:25.231979,1231.979,14.9425,163.7979,70.6747,-0.0877,0.0025,-0.0196,0.996,30.0256,128.5435,37.2416,0.4562,-0.029,-0.0847,0.8854,-5.1582,126.1276,34.9642,0.3583,0.1073,-0.0026,0.9274
2023-10-16 14:56:25.245529,1245.529,15.0238,163.7826,70.6887,-0.0873,0.0033,-0.0191,0.996,30.2486,128.5647,37.1688,0.4552,-0.0319,-0.0865,0.8856,-5.1016,126.019,34.9263,0.3536,0.1092,-0.0057,0.929
2023-10-16 14:56:25.259262,1259.262,14.9941,163.9342,70.4806,-0.083,0.0051,-0.0159,0.9964,30.1516,129.4937,36.7614,0.4623,-0.0288,-0.0819,0.8824,-5.5306,126.4077,34.2084,0.3459,0.118,-0.0119,0.9308
2023-10-16 14:56:25.273269,1273.269,15.1085,163.9045,70.4918,-0.0824,0.0065,-0.0152,0.9965,30.5677,129.5276,36.7167,0.463,-0.0379,-0.0859,0.8814,-5.24,126.3638,34.2671,0.3463,0.1082,-0.0083,0.9318
2023-10-16 14:56:25.287490,1287.49,15.2229,163.9191,70.427,-0.0807,0.0085,-0.0136,0.9966,30.8336,129.8832,36.5689,0.467,-0.0409,-0.0871,0.879,-5.1184,126.5402,34.137,0.349,0.103,-0.0046,0.9314
2023-10-16 14:56:25.301620,1301.62,15.3391,163.9331,70.3596,-0.0792,0.0105,-0.0121,0.9967,31.0285,130.2484,36.4444,0.472,-0.0401,-0.0872,0.8764,-5.0066,126.66,33.9936,0.3486,0.1003,-0.0043,0.9319
2023-10-16 14:56:25.315521,1315.521,15.4855,163.9236,70.2957,-0.0781,0.0128,-0.0105,0.9968,31.1833,130.5953,36.3187,0.4768,-0.0371,-0.0862,0.874,-4.947,126.7672,33.8471,0.3469,0.1014,-0.0091,0.9324
2023-10-16 14:56:25.328994,1328.994,15.644,163.8806,70.2415,-0.0777,0.0154,-0.0088,0.9968,31.3089,130.9313,36.2116,0.4816,-0.0349,-0.0817,0.8719,-4.9273,126.8962,33.7753,0.3471,0.1068,-0.0197,0.9315
2023-10-16 14:56:25.342681,1342.681,15.7951,163.832,70.1891,-0.0777,0.0181,-0.007,0.9968,31.4527,131.2913,36.1783,0.4886,-0.0348,-0.072,0.8688,-4.9286,127.0971,33.7803,0.3498,0.1136,-0.0325,0.9294
2023-10-16 14:56:25.356857,1356.857,15.9706,163.8034,70.1301,-0.079,0.0212,-0.005,0.9966,31.5609,131.7285,36.3031,0.5012,-0.0348,-0.0568,0.8627,-4.8951,127.4334,33.8767,0.3573,0.1194,-0.0431,0.9253
2023-10-16 14:56:25.370941,1370.941,16.1491,163.8368,70.0396,-0.08,0.0241,-0.0032,0.9965,31.6244,132.155,36.4605,0.5138,-0.0326,-0.0449,0.8561,-4.7891,127.8289,33.9772,0.366,0.1204,-0.0468,0.9216
2023-10-16 14:56:25.385055,1385.055,16.3142,163.8879,69.929,-0.0792,0.0268,-0.0014,0.9965,31.6753,132.5294,36.5684,0.5234,-0.0286,-0.0379,0.8507,-4.6441,128.2181,34.0694,0.3734,0.1192,-0.0484,0.9187
2023-10-16 14:56:25.399032,1399.032,16.4639,163.9407,69.8094,-0.0774,0.0292,-0.0005,0.9966,31.7828,132.8649,36.6739,0.5312,-0.0256,-0.0355,0.8461,-4.4581,128.6246,34.1626,0.3794,0.1163,-0.0493,0.9166
2023-10-16 14:56:25.412506,1412.506,16.5907,163.9412,69.6814,-0.0737,0.0311,-0.0007,0.9968,31.9704,133.156,36.7284,0.5349,-0.0238,-0.0382,0.8437,-4.2913,129.0435,34.2232,0.3832,0.114,-0.0518,0.9151
2023-10-16 14:56:25.426834,1426.834,16.6857,163.8771,69.5603,-0.0691,0.0324,-0.0018,0.9971,32.2194,133.5211,36.8576,0.5408,-0.0279,-0.036,0.8399,-4.153,129.582,34.3149,0.3893,0.1134,-0.0583,0.9122
2023-10-16 14:56:25.440765,1440.765,16.7415,163.7829,69.4478,-0.0655,0.0327,-0.0039,0.9973,32.4286,133.9831,37.0785,0.5504,-0.0336,-0.0288,0.8338,-4.0888,130.3818,34.5577,0.4032,0.1175,-0.0725,0.9046
2023-10-16 14:56:25.454421,1454.421,16.7625,163.7104,69.3257,-0.0638,0.032,-0.0068,0.9974,32.5649,134.5666,37.4787,0.5671,-0.0382,-0.019,0.8225,-4.0489,131.5176,35.0215,0.4284,0.1235,-0.0904,0.8906
2023-10-16 14:56:25.468597,1468.597,16.7588,163.6844,69.1876,-0.064,0.0307,-0.0096,0.9974,32.5834,135.1819,37.9443,0.5857,-0.0381,-0.0106,0.8096,-3.858,132.6408,35.5021,0.4547,0.12,-0.1013,0.8767
